PAIS;2015;2016;2017;2018;2019;2020
Brasil; R$ 5.995.787.000,00 ; R$ 6.269.328.000,00 ; R$ 6.585.479.000,00 ; R$ 7.004.141.000,00 ; R$ 7.389.131.000,00 ; R$ 7.609.597.000,00 
